id,title,game,dateposted
OCR01599,"Mario Likes Thorazine","Super Mario Bros.",2007-07-12
OCR03100,"Me and Mario down by the Schoolyard","Super Mario Bros.",2015-03-09
OCR01517,"Moisturor","Super Mario Bros.",2006-10-18
OCR00215,"Soundcheck","Super Mario Bros.",2000-12-25
OCR00081,"Super Jungle Brothers","Super Mario Bros.",2000-07-19
OCR01516,"Super Mario Blues","Super Mario Bros.",2006-10-14
OCR02031,"The 2-2 Blues","Super Mario Bros.",2010-05-06
OCR03419,"The Ballad of Bowser's Balls","Super Mario Bros.",2016-09-13
OCR00493,"The Italian Plumber","Super Mario Bros.",2002-01-07
OCR02921,"The King Awaits","Super Mario Bros.",2014-06-28
OCR02062,"The Life and Death of the Mario Brothers","Super Mario Bros.",2010-07-03
OCR00598,"Underworld Rock","Super Mario Bros.",2002-04-20
OCR00962,"Water Main","Super Mario Bros.",2003-03-31
OCR01466,"Gypsy Jazz","Super Mario Bros. 2",2006-03-26
OCR00268,"Insomnic","Super Mario Bros. 2",2001-02-03
OCR01585,"Lizardiño Slayer Quartet","Super Mario Bros. 2",2007-06-06
OCR02115,"Melancholy Dreams","Super Mario Bros. 2",2010-10-23
OCR03213,"Shiitake Kingdom","Super Mario Bros. 2",2015-09-14
OCR00577,"Super Buck II","Super Mario Bros. 2",2002-03-26
OCR00558,"The DarK Underground","Super Mario Bros. 2",2002-03-06
OCR00514,"Underground Riddims","Super Mario Bros. 2",2002-01-25
OCR00865,"aquacadence","Super Mario Bros. 3",2002-12-03
OCR00970,"Battle Rocks","Super Mario Bros. 3",2003-04-17
OCR00323,"La Samba de Agua","Super Mario Bros. 3",2001-04-19
OCR01063,"Lose-Your-Way Maze","Super Mario Bros. 3",2003-10-31
OCR01778,"Of Mind and Body","Super Mario Bros. 3",2008-11-18
OCR02049,"Pipes","Super Mario Bros. 3",2010-06-11
OCR03459,"Raccoon Rhapsody","Super Mario Bros. 3",2016-12-02
OCR00736,"Staff Battle","Super Mario Bros. 3",2002-08-13
OCR00349,"Swingin' Porno Mix","Super Mario Bros. 3",2001-05-22
OCR03396,"Underground Pipe Society","Super Mario Bros. 3",2016-07-28
OCR02286,"Fill Me Up with Snacky Happiness","Super Mario Galaxy",2011-08-24
OCR02183,"Gusty Piano in a Garden","Super Mario Galaxy",2011-02-10
OCR02595,"Little Glockenspiel","Super Mario Galaxy",2013-01-28
OCR01944,"Meteorites and Rabbits","Super Mario Galaxy",2009-12-04
OCR03216,"To the Stars","Super Mario Galaxy",2015-09-14
OCR02032,"Funky Mario Circuit (Radio Edit)","Super Mario Kart",2010-05-11
OCR03217,"happy breakfast","Super Mario Kart",2015-09-14
OCR02165,"Koopa Nova","Super Mario Kart",2011-01-21
OCR00728,"Rainbow Rain","Super Mario Kart",2002-08-03
OCR00686,"Trippin' on Rainbows","Super Mario Kart",2002-06-23
OCR02629,"Mario Ascends to the Clouds","Super Mario Land",2013-03-25
OCR00463,"Reel Big Mario","Super Mario Land",2001-11-22
OCR03256,"Seven Pipes to Heaven","Super Mario Land",2015-11-11
OCR02818,"Super Hipster Land","Super Mario Land",2014-01-15
OCR01866,"Why So Serious?","Super Mario Land",2009-07-07
OCR02019,"Seizing the Castle","Super Mario Land 2: 6 Golden Coins",2010-04-11
OCR03491,"A Yo'ster Sunset","Super Mario RPG: Legend of the Seven Stars",2017-02-01
OCR03113,"Adagio pour Mallow","Super Mario RPG: Legend of the Seven Stars",2015-04-06
OCR03542,"Agent Smithy","Super Mario RPG: Legend of the Seven Stars",2017-05-10
OCR02313,"Big Bad Koopa Dubstep","Super Mario RPG: Legend of the Seven Stars",2011-10-21
OCR00835,"Bobble Head Inspiration","Super Mario RPG: Legend of the Seven Stars",2002-11-08
OCR01000,"Booster Tarantino","Super Mario RPG: Legend of the Seven Stars",2003-06-30
OCR00188,"Bukki's Tango","Super Mario RPG: Legend of the Seven Stars",2000-11-28
OCR03490,"Club King Bowser","Super Mario RPG: Legend of the Seven Stars",2017-02-01
OCR00724,"Farewell, Star Guardian","Super Mario RPG: Legend of the Seven Stars",2002-07-28
OCR03488,"Fight Against a Somewhat Delicious Cake","Super Mario RPG: Legend of the Seven Stars",2017-01-31
OCR03511,"Floor Is Lava","Super Mario RPG: Legend of the Seven Stars",2017-03-09
OCR01799,"Flubber Mountain","Super Mario RPG: Legend of the Seven Stars",2009-01-11
OCR00314,"Geno's Woods","Super Mario RPG: Legend of the Seven Stars",2001-04-04
OCR03535,"Honky Town","Super Mario RPG: Legend of the Seven Stars",2017-04-27
OCR03489,"Just One Wish","Super Mario RPG: Legend of the Seven Stars",2017-01-31
OCR01654,"Last Night a DJ Kidnapped Mallow","Super Mario RPG: Legend of the Seven Stars",2007-12-05
OCR01642,"Leafcutter","Super Mario RPG: Legend of the Seven Stars",2007-11-06
OCR01108,"Mario's Tropical Paradise","Super Mario RPG: Legend of the Seven Stars",2004-01-26
OCR00224,"Mushroom Way Madness","Super Mario RPG: Legend of the Seven Stars",2000-12-30
OCR03492,"Oyster Me Timbers","Super Mario RPG: Legend of the Seven Stars",2017-02-01
OCR01027,"Seeking Heat","Super Mario RPG: Legend of the Seven Stars",2003-08-22
OCR03487,"Super Mega Ultra Pipe House","Super Mario RPG: Legend of the Seven Stars",2017-01-31
OCR03500,"The Usurper Queen","Super Mario RPG: Legend of the Seven Stars",2017-02-21
OCR01348,"Three Mushroom Dances","Super Mario RPG: Legend of the Seven Stars",2005-05-03
OCR01073,"Waltz of Pain","Super Mario RPG: Legend of the Seven Stars",2003-11-15
OCR03497,"Weapons of Mass Production","Super Mario RPG: Legend of the Seven Stars",2017-02-10
OCR03045,"Tutti I Frutti: The Ballad of Piantee Joe","Super Mario Sunshine",2014-12-11
OCR03294,"Big Boo Badman","Super Mario World",2016-01-19
OCR02702,"Bowser Is a Champion","Super Mario World",2013-07-09
OCR02772,"Bowser's Castle","Super Mario World",2013-11-04
OCR00908,"Da Phunky Forest","Super Mario World",2003-01-22
OCR02659,"Forrest of Illusion","Super Mario World",2013-05-15
OCR03314,"Fortress of Doom","Super Mario World",2016-03-08
OCR01262,"Ghost","Super Mario World",2004-10-31
OCR00896,"Ghosts of the Marble Hall","Super Mario World",2003-01-05
OCR01332,"Grand Valse Mario","Super Mario World",2005-03-20
OCR03266,"It's-a-Me","Super Mario World",2015-11-30
OCR03265,"Koopa Reaper","Super Mario World",2015-11-30
OCR01542,"Koopa vs. Kefka","Super Mario World",2007-01-10
OCR03559,"Mario for Airports (1-1)","Super Mario World",2017-06-19
OCR01558,"Monstrous Turtles!","Super Mario World",2007-03-02
OCR03214,"Psy Castle","Super Mario World",2015-09-14
OCR02081,"Super Mario Western Show","Super Mario World",2010-08-12
OCR00888,"Super Mario's Sleigh Ride","Super Mario World",2002-12-24
OCR01147,"Super Mariocean","Super Mario World",2004-03-26
OCR00439,"Swanky Vegas","Super Mario World",2001-10-07
OCR00304,"The Dark Reaches of SMW","Super Mario World",2001-03-24
OCR03372,"The Moon of Bowser","Super Mario World",2016-06-21
OCR02522,"Through the Castle","Super Mario World",2012-10-31
OCR01760,"Turning Terrors","Super Mario World",2008-09-29
OCR03272,"Very... Very Wrong Castle","Super Mario World",2015-12-09
OCR00232,"2001 Elastic New Year","Super Mario World 2: Yoshi's Island",2000-12-31
OCR03430,"A Long Way Home","Super Mario World 2: Yoshi's Island",2016-10-03
OCR02749,"Bowzilla","Super Mario World 2: Yoshi's Island",2013-10-01
OCR00860,"Crystalline Caverns","Super Mario World 2: Yoshi's Island",2002-11-30
OCR00544,"Dino Band Rehearsal","Super Mario World 2: Yoshi's Island",2002-02-21
OCR02239,"Facing Fears","Super Mario World 2: Yoshi's Island",2011-05-11
OCR01652,"In Pieces","Super Mario World 2: Yoshi's Island",2007-11-28
OCR00184,"Indian Ragga","Super Mario World 2: Yoshi's Island",2000-11-25
OCR02068,"Mr. Stork! May I Go Home...","Super Mario World 2: Yoshi's Island",2010-07-12
OCR03417,"Plastic Smile","Super Mario World 2: Yoshi's Island",2016-09-08
OCR00456,"What the Funk!","Super Mario World 2: Yoshi's Island",2001-11-13
OCR00485,"Yoshi's Lullaby","Super Mario World 2: Yoshi's Island",2001-12-23
OCR02534,"Kind of Betus Blue (Betus Blues Piano)","Super Meat Boy",2012-11-21
OCR02159,"mAEt b0y","Super Meat Boy",2011-01-07
OCR02118,"Power of the Meat","Super Meat Boy",2010-10-28
OCR02158,"Spoiled R0TT3N","Super Meat Boy",2011-01-07
OCR01080,"All the World in One Girl","Super Metroid",2003-12-01
OCR02318,"Ashes to Ashes","Super Metroid",2011-10-31
OCR02274,"Avien","Super Metroid",2011-08-06
OCR01933,"Berinstar","Super Metroid",2009-11-07
OCR02927,"Beyond the Glass","Super Metroid",2014-07-04
OCR01112,"Braving the Flames","Super Metroid",2004-01-30
OCR00891,"Brinstar (Dreams in Red)","Super Metroid",2002-12-29
OCR01473,"Brinstar Bonsai Garden","Super Metroid",2006-05-04
OCR03325,"Dancing in the Jungle","Super Metroid",2016-03-28
OCR00423,"Darkstar","Super Metroid",2001-09-10
OCR03174,"Deep Red","Super Metroid",2015-07-10
OCR02671,"Depths of Maridia","Super Metroid",2013-06-06
OCR02182,"Dieselbrainage","Super Metroid",2011-02-07
OCR00654,"Dimstar","Super Metroid",2002-05-23
OCR01305,"Dirty Sam","Super Metroid",2005-01-25
OCR02373,"Dragonfood","Super Metroid",2012-01-17
OCR03200,"Drowning in Iron Oxide","Super Metroid",2015-09-03
OCR01390,"Energy Tank","Super Metroid",2005-08-16
OCR00535,"Four Little Metroids","Super Metroid",2002-02-14
OCR01717,"Fuzzy Green Feeling","Super Metroid",2008-05-22
OCR01828,"Heat Vision","Super Metroid",2009-04-12
OCR01820,"In Your Prime","Super Metroid",2009-03-22
OCR02515,"Into the Green World","Super Metroid",2012-10-25
OCR01800,"Jade Catacombs","Super Metroid",2009-01-15
OCR01739,"Kindred","Super Metroid",2008-08-07
OCR01869,"Lonely Petals","Super Metroid",2009-07-14
OCR00850,"Maridia (Drowned in Exile)","Super Metroid",2002-11-23
OCR00348,"Maridia Mix","Super Metroid",2001-05-19
OCR00573,"Mega Dance Mix 2002","Super Metroid",2002-03-21
OCR02445,"Metroid Legacy","Super Metroid",2012-06-06
OCR01675,"Mother Brain Suite","Super Metroid",2008-01-22
OCR01028,"Norfair (Frailty Awaiting)","Super Metroid",2003-08-23
OCR00381,"Norfair Deathmarch","Super Metroid",2001-07-14
OCR01048,"One Girl in All the World","Super Metroid",2003-10-02
OCR01770,"Samus Bubblebath","Super Metroid",2008-10-27
OCR02712,"Shinesparks","Super Metroid",2013-08-03
OCR02181,"The Bounty of a Brain","Super Metroid",2011-02-07
OCR01804,"The Galaxy Awaits","Super Metroid",2009-02-01
OCR01039,"The Galaxy Is at Peace...","Super Metroid",2003-09-12
OCR01420,"The Mother Is in Control","Super Metroid",2005-10-26
OCR01747,"Zebes Rising","Super Metroid",2008-08-25
OCR00967,"Zebesian Midnight","Super Metroid",2003-04-09
OCR00555,"Solitary Flight 2002","Super R-Type",2002-03-01
OCR03072,"Chillin' with the Bros.","Super Smash Bros.",2015-01-28
OCR02579,"Polygons Are Inaccurate","Super Smash Bros.",2013-01-11
OCR02364,"The Life and Death of Kirby","Super Smash Bros.",2012-01-02
OCR03502,"Bramble Blaster","Super Smash Bros. Brawl",2017-02-24
OCR02821,"Tengen Toppa Dairantou: Part 2 - Sudden Death","Super Smash Bros. Brawl",2014-01-17
OCR03074,"Got My Mind on My Money Match","Super Smash Bros. for Wii U",2015-02-02
OCR03370,"Incognito","Super Smash Bros. for Wii U",2016-06-17
OCR03184,"Bull in a China Shop","Super Smash Bros. Melee",2015-07-30
OCR03269,"Choose Your Character!","Super Smash Bros. Melee",2015-12-06
OCR03376,"Hank Jankerson's Wild Ride","Super Smash Bros. Melee",2016-06-25
OCR03068,"S-Tier","Super Smash Bros. Melee",2015-01-21
OCR03156,"Smash Superstars","Super Smash Bros. Melee",2015-06-16
OCR02820,"Tengen Toppa Dairantou: Part 1 - Game Set","Super Smash Bros. Melee",2014-01-17
OCR02822,"Tengen Toppa Dairantou: Part 3 - All-Stars","Super Smash Bros. Melee",2014-01-17
OCR03202,"Together, We Fly","Super Smash Bros. Melee",2015-09-03
OCR02858,"Copacabana Beach","Super Spike V'Ball",2014-03-28
OCR00058,"Hardcore Densehead","Super Star Soldier",2000-05-18
OCR01480,"Flying Heaven","Super Street Fighter II Turbo",2006-05-29
OCR01498,"I Don't Fight Boys","Super Street Fighter II Turbo",2006-07-30
OCR01479,"New Mexican Thunderbird","Super Street Fighter II Turbo",2006-05-29
OCR01036,"Sexy Trunks","Super Street Fighter II Turbo",2003-09-06
OCR03387,"An Enjoyable Face Remodelling","Super Street Fighter II: The New Challengers",2016-07-13
OCR02807,"Stepping Out","Super Street Fighter II: The New Challengers",2014-01-01
OCR00985,"Cammy by Night","Super Street Fighter II: The New Challengers",2003-05-14
OCR00453,"Cammy's London Drizzle","Super Street Fighter II: The New Challengers",2001-11-05
OCR00819,"Dancing in the Sky","Super Street Fighter II: The New Challengers",2002-10-26
OCR00478,"Dee Jay's Caribbean Rave","Super Street Fighter II: The New Challengers",2001-12-11
OCR01278,"Fei Longer","Super Street Fighter II: The New Challengers",2004-12-03
OCR02028,"Time to Oil Up","Super Street Fighter IV",2010-04-27
OCR00574,"Blue Chopper","Super Thunder Blade",2002-03-24
OCR00608,"Overdrive","Super Thunder Blade",2002-04-27
OCR03046,"Pixel Storm in the Planetary System","Supremacy: Your Will Be Done",2014-12-11
OCR02431,"Dungeoneering","Sword of Vermilion",2012-05-09
OCR01625,"To the Land of the Great Mammoths","Syberia",2007-09-22
OCR03245,"Digital Horrors","System Shock",2015-10-30
OCR02176,"Picolescence","Tails and the Music Maker",2011-02-03
OCR01789,"Pretension","Tales of Destiny",2008-12-20
OCR01965,"as time goes on (you are love to me)","Tales of Phantasia",2009-12-31
OCR01815,"Crisis Healing Salve","Tales of Phantasia",2009-03-10
OCR01076,"Emotions Lost in Time","Tales of Phantasia",2003-11-23
OCR00715,"Journey to Thor","Tales of Phantasia",2002-07-21
OCR01817,"Just Go","Tales of Phantasia",2009-03-15
OCR03560,"Magical Forest Medley","Tales of Phantasia",2017-06-20
OCR00942,"Merriment in Morlia","Tales of Phantasia",2003-03-05
OCR01819,"Setting Sail","Tales of Phantasia",2009-03-19
OCR01827,"Summoned Without Reason","Tales of Phantasia",2009-04-10
OCR01814,"Sweet Dreams","Tales of Phantasia",2009-03-08
OCR03464,"The Dream Will Never Die (Uplifter Mix)","Tales of Phantasia",2016-12-14
OCR01500,"The Koan of Drums","Tales of Phantasia",2006-08-29
OCR01812,"The Unholy Wars","Tales of Phantasia",2009-03-06
OCR01979,"Altar Perception","Tales of Symphonia",2010-01-27
OCR01932,"Pixelated Tales","Tales of Symphonia",2009-11-07
OCR01813,"Strike of the Devil's Axes","Tales of Symphonia",2009-03-07
OCR02087,"The Fall of Iselia","Tales of Symphonia",2010-08-27
OCR01850,"Go the Distance","Tales of Symphonia: Dawn of the New World",2009-05-30
OCR02018,"Electrodispenser","Team Fortress 2",2010-04-09
OCR02133,"Touchdown Hoedown","Tecmo Bowl",2010-11-25
OCR00681,"Razors Theme (Guts Mix)","Tecmo Cup",2002-06-20
OCR02129,"A Village's Welcome","Teen Agent",2010-11-22
OCR02177,"Go Ninja, Go","Teenage Mutant Ninja Turtles",2011-02-07
OCR02409,"Jammin' with My NES","Teenage Mutant Ninja Turtles",2012-03-23
OCR00501,"Teen Turtle Tryp","Teenage Mutant Ninja Turtles",2002-01-18
OCR01939,"BTMNTBAMLOL","Teenage Mutant Ninja Turtles III: The Manhattan Project",2009-11-23
OCR02178,"Enter the Shredder","Teenage Mutant Ninja Turtles III: The Manhattan Project",2011-02-07
OCR01144,"Turtle Wave","Teenage Mutant Ninja Turtles III: The Manhattan Project",2004-03-20
OCR02865,"Casiopizza vs. TMNT-Square","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR02867,"Cowabunga!","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR02869,"Hot for April!","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR03135,"Pizza in the Van","Teenage Mutant Ninja Turtles IV: Turtles in Time",2015-05-20
OCR02863,"Rock the Plank","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR02868,"Star Turtles II: The Wrath of Mann","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR01730,"Subterranean Kamikaze","Teenage Mutant Ninja Turtles IV: Turtles in Time",2008-07-10
OCR02366,"The Shredder","Teenage Mutant Ninja Turtles IV: Turtles in Time",2012-01-10
OCR02866,"Trail Dust and Turtle Wax","Teenage Mutant Ninja Turtles IV: Turtles in Time",2014-04-09
OCR01584,"Turd Surfers","Teenage Mutant Ninja Turtles IV: Turtles in Time",2007-06-05
OCR01280,"Waste Water Wipeout","Teenage Mutant Ninja Turtles IV: Turtles in Time",2004-12-05
OCR02864,"Turtle in the Shredder's Shadow","Teenage Mutant Ninja Turtles: The Hyperstone Heist",2014-04-09
OCR03110,"Playing in the Park","Tehkan World Cup",2015-03-30
OCR00884,"Incantation","Tekken 2",2002-12-21
OCR02823,"Get Ready for the Next Battle!","Tekken Tag Tournament 2",2014-01-21
OCR00671,"Underground Mix","Tempest 2000",2002-06-09
OCR03006,"It's Raining Zen","Tenchu: Shadow Assassins",2014-10-24
OCR01139,"Proxima Path","Terminal Velocity",2004-03-14
OCR01026,"CSM-101 Level One","Terminator 2: Judgment Day",2003-08-21
OCR01721,"Afternoon Tea with SnappleMan's Mom","Terranigma",2008-06-04
OCR01335,"Aquamarine","Terranigma",2005-03-29
OCR00763,"Blue","Terranigma",2002-09-04
OCR01251,"Blue (Shooting Star Mix)","Terranigma",2004-10-10
OCR00626,"Crysta Dreams","Terranigma",2002-05-13
OCR03456,"Home","Terranigma",2016-11-29
OCR01273,"Reviving Zue","Terranigma",2004-11-22
OCR00064,"C Blachly","Tetris",2000-06-15
OCR00094,"CheDDer","Tetris",2000-08-07
OCR02948,"Crimea River","Tetris",2014-07-31
OCR00826,"Gift from Moscow","Tetris",2002-10-31
OCR01609,"Linear Groove","Tetris",2007-08-23
OCR00155,"McVaffeQuasi Ultimix","Tetris",2000-10-27
OCR01413,"Piano Concerto in A minor","Tetris",2005-10-09
OCR00014,"Slavic Roots","Tetris",2000-02-11
OCR02457,"Tetris Plays You!","Tetris",2012-06-23
OCR02202,"The Peddler's Legacy","Tetris",2011-03-15
OCR01499,"Thirty-Plus Mix","Tetris",2006-08-15
OCR00258,"Techtris Type Z","Tetris",2001-01-28
OCR01553,"Final Panic","Tetris Attack",2007-02-18
OCR01780,"Sound of the Dogfish","Tetris Attack",2008-11-22
OCR00127,"AmIEviL","The 7th Guest",2000-09-28
OCR01263,"Dolls from Hell","The 7th Guest",2004-11-01
OCR00741,"Fat Dance","The 7th Guest",2002-08-18
OCR01491,"Microscopism","The 7th Guest",2006-07-04
OCR02376,"Heroes Unsung","The 7th Saga",2012-01-24
OCR03097,"Seven Songs for Seventh Saga: II. Water","The 7th Saga",2015-03-02
OCR03098,"Seven Songs for Seventh Saga: IV. Sky","The 7th Saga",2015-03-02
OCR01608,"Nightmare on Cemetery Lane","The Addams Family",2007-08-17
OCR01793,"El Lagarto","The Adventures of Bayou Billy",2008-12-26
OCR00808,"Trippin' on Alligators","The Adventures of Bayou Billy",2002-10-13
OCR01123,"Eros","The Battle of Olympus",2004-02-15
OCR02302,"The Clubbing of Isaac","The Binding of Isaac",2011-09-28
OCR00600,"74 Floors","The Combatribes",2002-04-20
OCR01151,"Battle at the Red Mountain","The Elder Scrolls III: Morrowind",2004-04-03
OCR01216,"Fear Not","The Elder Scrolls III: Morrowind",2004-07-16
OCR00876,"Island of Edges","The Elder Scrolls III: Morrowind",2002-12-15
OCR01207,"The Final Stage","The Elder Scrolls III: Morrowind",2004-07-01
OCR03522,"Beyond the Imperial Prison","The Elder Scrolls IV: Oblivion",2017-03-29
OCR01777,"Pirates of Oblivion","The Elder Scrolls IV: Oblivion",2008-11-17
OCR02771,"The Wandering Hero","The Elder Scrolls IV: Oblivion",2013-11-02
OCR03326,"Those Inkblots Are Pandas!","The Elder Scrolls V: Skyrim",2016-03-30
OCR02636,"Whiterun","The Elder Scrolls V: Skyrim",2013-04-08
OCR02174,"I'm Taking It All Back","The Goonies II",2011-02-02
OCR00468,"Epic Diva","The Great Giana Sisters",2001-11-28
OCR01607,"Giana's Homecoming","The Great Giana Sisters",2007-08-14
OCR01561,"Synthpop Mix","The Great Giana Sisters",2007-03-11
OCR00254,"8-bit Rox","The Guardian Legend",2001-01-21
OCR01437,"Ace of Space","The Guardian Legend",2005-12-12
OCR00692,"Big and Blue and Round","The Guardian Legend",2002-06-30
OCR00774,"Hyperion","The Guardian Legend",2002-09-16
OCR00576,"Liquid Corridor (Clean Mix)","The Guardian Legend",2002-03-26
OCR03358,"Miria's Ascent","The Guardian Legend",2016-05-24
OCR00807,"Naju Overture","The Guardian Legend",2002-10-13
OCR01218,"Red Spiders","The Guardian Legend",2004-07-18
OCR00607,"Rosenthorne","The Guardian Legend",2002-04-27
OCR01436,"Starflake Jazz","The Guardian Legend",2005-12-11
OCR01398,"The Legend of Lightning Larry","The Guardian Legend",2005-09-04
OCR01459,"The Scarlet Halls of Night","The Guardian Legend",2006-03-01
OCR01382,"Bando alle Seghe","The Human Race",2005-07-26
OCR00358,"Daft","The Killing Game Show",2001-06-03
OCR00398,"Prime Time","The Killing Game Show",2001-08-06
OCR00780,"Psycho Rave","The King of Fighters '96",2002-09-20
OCR00066,"Ghetto Recursive","The King of Fighters '98: The Slugfest",2000-06-15
OCR01037,"ReBirth","The King of Fighters 2000",2003-09-11
OCR02581,"One-Hit KO (Bye Esaka Mix)","The King of Fighters XIII",2013-01-11
OCR00903,"Kizukaseru","The Last Blade 2",2003-01-16
OCR01072,"8-bit Kamikaze","The Last Ninja",2003-11-15
OCR02995,"Sarah","The Last of Us",2014-09-30
OCR03173,"Cyber Mower","The Lawnmower Man",2015-07-09
OCR02310,"Deadbeat","The Legend of Dragoon",2011-10-14
OCR02615,"Unbreakable Heart","The Legend of Dragoon",2013-02-26
OCR00920,"Kyrandia Medley","The Legend of Kyrandia",2003-02-07
OCR01042,"Asian Twilight","The Legend of the Mystical Ninja",2003-09-20
OCR01166,"From Ghosts Emerge Beasts","The Legend of the Mystical Ninja",2004-05-01
OCR01255,"Oedo Hop","The Legend of the Mystical Ninja",2004-10-16
OCR00257,"Oedo Pentatonic","The Legend of the Mystical Ninja",2001-01-27
OCR01209,"A Fate Preordained","The Legend of Zelda",2004-07-05
OCR00168,"Essential Links","The Legend of Zelda",2000-11-14
OCR01208,"Eutopia Pegasi","The Legend of Zelda",2004-07-01
OCR00482,"Fear and Sufferance of a Loved One in the Hands of Evil","The Legend of Zelda",2001-12-18
OCR00856,"Gold Cartridge","The Legend of Zelda",2002-11-28
OCR01496,"Hyrule's Angel (The Sleeping Beauty)","The Legend of Zelda",2006-07-15
OCR00026,"Hyrulian","The Legend of Zelda",2000-02-23
OCR02670,"I Do It for the Faeries","The Legend of Zelda",2013-06-04
OCR00037,"Jazzy","The Legend of Zelda",2000-03-20
OCR01628,"Legend of Zelda Overture","The Legend of Zelda",2007-10-07
OCR00989,"Link Goes to New Orleans","The Legend of Zelda",2003-05-24
OCR00419,"Link's Underworld Pressure Cooker","The Legend of Zelda",2001-09-02
OCR02226,"Nullification","The Legend of Zelda",2011-04-21
OCR00022,"Rabbit Joint Cover","The Legend of Zelda",2000-02-19
OCR00209,"The Music of My Groin","The Legend of Zelda",2000-12-19
OCR03062,"You Will Not Survive","The Legend of Zelda",2015-01-08
OCR01845,"Zelda Heineken","The Legend of Zelda",2009-05-20
OCR01430,"A Link to the Piano","The Legend of Zelda: A Link to the Past",2005-11-20
OCR02873,"A Link to Zelda","The Legend of Zelda: A Link to the Past",2014-04-16
OCR01970,"A Path to Hyrule","The Legend of Zelda: A Link to the Past",2010-01-07
OCR01428,"A Rose for Zelda","The Legend of Zelda: A Link to the Past",2005-11-12
OCR02035,"Agahnim Arsenik","The Legend of Zelda: A Link to the Past",2010-05-16
OCR00098,"AmIEviL Dark World","The Legend of Zelda: A Link to the Past",2000-06-15
OCR02834,"Cluck, Old Cucco!","The Legend of Zelda: A Link to the Past",2014-02-11
OCR03330,"Come to the Dark Side, It's a Funky Place","The Legend of Zelda: A Link to the Past",2016-04-07
OCR00591,"Crystals of Kakariko","The Legend of Zelda: A Link to the Past",2002-04-13
OCR02312,"Dancing Leaves","The Legend of Zelda: A Link to the Past",2011-10-19
OCR03171,"Dark Horizons","The Legend of Zelda: A Link to the Past",2015-07-06
OCR03000,"Dark Storm","The Legend of Zelda: A Link to the Past",2014-10-13
OCR00827,"Dark Tranzition","The Legend of Zelda: A Link to the Past",2002-11-02
OCR01905,"Dark World Ballad","The Legend of Zelda: A Link to the Past",2009-09-19
OCR00156,"Dark World Jazz","The Legend of Zelda: A Link to the Past",2000-10-27
OCR01531,"Dark World Prelude & March","The Legend of Zelda: A Link to the Past",2006-12-06
OCR03442,"Divinity","The Legend of Zelda: A Link to the Past",2016-10-26
OCR03253,"Dungeons to Explore","The Legend of Zelda: A Link to the Past",2015-11-04
OCR01931,"Exodus to Sanctuary","The Legend of Zelda: A Link to the Past",2009-11-05
OCR01987,"Farore Lies in Wait","The Legend of Zelda: A Link to the Past",2010-02-10
OCR00791,"Fragments of Gold","The Legend of Zelda: A Link to the Past",2002-09-28
OCR02329,"Fushigina Forest","The Legend of Zelda: A Link to the Past",2011-11-22
OCR01231,"Ganon's Temple","The Legend of Zelda: A Link to the Past",2004-08-15
OCR01912,"Ghost Grove","The Legend of Zelda: A Link to the Past",2009-10-03
OCR00839,"Grand Dreams (A Hero's Legacy)","The Legend of Zelda: A Link to the Past",2002-11-13
OCR02047,"Great Job!","The Legend of Zelda: A Link to the Past",2010-06-06
OCR00065,"hyrule castle dark world","The Legend of Zelda: A Link to the Past",2000-08-17
OCR01200,"Into the Golden Sunset","The Legend of Zelda: A Link to the Past",2004-06-19
OCR00187,"Jazz of Zelda","The Legend of Zelda: A Link to the Past",2000-11-28
OCR02919,"Justice for All","The Legend of Zelda: A Link to the Past",2014-06-25
OCR01241,"Kakariko Prom","The Legend of Zelda: A Link to the Past",2004-09-11
OCR00319,"Kakariko Rave Party","The Legend of Zelda: A Link to the Past",2001-04-13
OCR02333,"Labyrinth of Dance Floors","The Legend of Zelda: A Link to the Past",2011-11-24
OCR02331,"Link's Epoch","The Legend of Zelda: A Link to the Past",2011-11-22
OCR01681,"Lost Dark World","The Legend of Zelda: A Link to the Past",2008-02-10
OCR00716,"Lost Woods South Central","The Legend of Zelda: A Link to the Past",2002-07-21
OCR02058,"Magic Fountain","The Legend of Zelda: A Link to the Past",2010-06-27
OCR01861,"Sacred Flute","The Legend of Zelda: A Link to the Past",2009-06-24
OCR01197,"Sahasralah's Homecoming","The Legend of Zelda: A Link to the Past",2004-06-13
OCR01408,"Ten Rupees","The Legend of Zelda: A Link to the Past",2005-09-26
OCR01185,"The Darkness and the Light","The Legend of Zelda: A Link to the Past",2004-05-24
OCR00454,"The Goddess Appears (Trinity)","The Legend of Zelda: A Link to the Past",2001-11-05
OCR03058,"The Goddess Gets Groovy Tonight","The Legend of Zelda: A Link to the Past",2015-01-02
OCR03308,"The Imprisoning War","The Legend of Zelda: A Link to the Past",2016-02-22
OCR03129,"The Seven Wise Men Shot First","The Legend of Zelda: A Link to the Past",2015-05-07
OCR02124,"This Triforce Has Too Many Pieces","The Legend of Zelda: A Link to the Past",2010-11-12
